artist_name,track_name,file_name
Maroon 5,Sugar,Maroon-5_Sugar_v1_p.psarc
Maroon 5,The Sun,Maroon-5_Sun-The_v01_p.psarc
Metallica,Enter Sandman ,Metallica_Enter-Sandman-Nacho_v1_p.psarc
Metallica,For Whom The Bell Tolls,Metallica_For-Whom-The-Bell-Tolls_v3_p.psarc
Metallica,Fuel,Metallica_Fuel_v1_p.psarc
Metallica,Master of Puppets,Metallica_Master-of-Puppets_Nacholede_v1_p.psarc
Metallica,Nothing Else Matters,Metallica_Nothing-Else-Matters_v1_0_DD_p.psarc
Metallica,One,Metallica_One_v1_p.psarc
Metallica,Sad But True,Metallica_Sad-But-True_v1_DD_p.psarc
Metallica,Seek And Destroy,Metallica_Seek-And-Destroy_v1_p.psarc
Metallica,Whiskey In The Jar,Metallica_Whiskey-In-The-Jar_v1_p.psarc
MGMT,Electric Feel,MGMT_Electric-Feel_v1.1_p.psarc
MGMT,Kids,MGMT_Kids_v1_p.psarc
MGMT,Little Dark Age,MGMT_Little-Dark-Age_v1_DD_p.psarc
Michael Jackson,Beat It ,Michael-Jackson_Beat-It-Nacho_v1_p.psarc
Michael Jackson,Billie Jean,Michael-Jackson_Billie-Jean_v2_0_DD_p.psarc
Michael Jackson,Dont Stoptil You Get Enough,Michael-Jackson_Dont-Stoptil-You-Get-Enough_v1_p.psarc
Michael Jackson,Rock With You,Michael-Jackson_Rock-With-You_v1_p.psarc
Michael Jackson,Smooth Criminal,Michael-Jackson_Smooth-Criminal_syvaa_v1_p.psarc
Motley Crue,Live Wire,Motley-Crue_Live-Wire_v1_p.psarc
Motley Crue,Same Ol Situation,Motley-Crue_Same-Ol-Situation_v1.1_DD_p.psarc
Motley Crue,Too Young to Fall in Love,Motley-Crue_Too-Young-to-Fall-in-Love_v1_p.psarc
Mumford and Sons,Ditmas,Mumford-and-Sons_Ditmas_v2_DD_p.psarc
Muse,Psycho,Muse_Psycho_v2_p.psarc
Muse,Reapers,Muse_Reapers_v3_1_p.psarc
Muse,Uprising,Muse_Uprising_v1_p.psarc
My Chemical Romance,Cemetery Drive,My-Chemical-Romance_Cemetery-Drive_v1_p.psarc
My Chemical Romance,Hang 'Em High,My-Chemical-Romance_Hang-'Em-High_v1_DD_p.psarc
My Chemical Romance,It's Not a Fashion Statement It's a Fucking Deathwish,My-Chemical-Romance_It's-Not-a-Fashion-Statement-It's-a-Fucking-Deathwish_v1_p.psarc
My Chemical Romance,Thank You For The Venom,My-Chemical-Romance_Thank-You-For-The-Venom_v1_0_p.psarc
My Chemical Romance,The Ghost of You,My-Chemical-Romance_The-Ghost-of-You_v1_p.psarc
My Chemical Romance,To the End,My-Chemical-Romance_To-the-End_v2_p.psarc
My Chemical Romance,You Know What They Do to Guys Like Us Is Prison,My-Chemical-Romance_You-Know-What-They-Do-to-Guys-Like-Us-Is-Prison_v1_1_DD_p.psarc
My Chemical Romance,Give 'Em Hell Kid,MyChemicalRomance_Give-'Em-Hell-Kid_v1_p.psarc
My Chemical Romance,I Never Told You What I Do for a Living,MyChemicalRomance_I-Never-Told-You-What-I-Do-for-a-Living_v1_p.psarc
Nirvana,Polly,06. Polly_v2_0_p.psarc
Nirvana,Come As You Are,Nirvana - Come As You Are_p.psarc
Nirvana,About a Girl,Nirvana_About-a-Girl_v1_p.psarc
Nirvana,All Apologies,Nirvana_All-Apologies_v1_DD_p.psarc
Nirvana,Drain You,Nirvana_Drain-You_v2_p.psarc
Nirvana,Lithium,Nirvana_Lithium_v1_p.psarc
Nirvana,On A Plain,Nirvana_On-A-Plain_v1_p.psarc
Nirvana,Rape Me,Nirvana_Rape-Me_v1_DD_p.psarc
Nirvana,Something In The Way,Nirvana_Something-In-The-Way_v1_DD_p.psarc
NSYNC,Bye Bye Bye,NSYNC_Bye-Bye-Bye_v1_p.psarc
NSYNC,It's Gonna Be Me,NSYNC_It's-Gonna-Be-Me_v1_p.psarc
Oasis,Cigarettes & Alcohol,Oasis_Cigarettes--Alcohol_v1_2_DD_p.psarc
Oasis,Hello,Oasis_Hello_v1_DD_p.psarc
Oasis,Morning,Oasis_Morning_Glory_LRBV_v1_0_p.psarc
Oasis,Rock N Roll Star,Oasis_Rock-N-Roll-Star_v1_1_DD_p.psarc
Oasis,Roll With It,Oasis_Roll-With-It_v1_DD_p.psarc
Oasis,Shes Electric,Oasis_Shes-Electric_v1_p.psarc
Oasis,Slide Away,Oasis_Slide-Away_v1_p.psarc
Oasis,Stand by Me,Oasis_Stand-by-Me_v1_1_DD_p.psarc
Olivia Rodrigo,Good 4 u,Olivia-Rodrigo_Good-4-u_v2_p.psarc
Ozzy Osbourne,Goodbye To Romance,Ozzy-Osbourne-_Goodbye-To-Romance-_v1_p.psarc
Ozzy Osbourne,Road To Nowhere,Ozzy-Osbourne-_Road-To-Nowhere-_v2_p.psarc
Ozzy Osbourne,Bark at the Moon,Ozzy-Osbourne_Bark-at-the-Moon_v7_p.psarc
Ozzy Osbourne,Believer,Ozzy-Osbourne_Believer_v1_p.psarc
Ozzy Osbourne,Breaking All The Rules,Ozzy-Osbourne_Breaking-All-The-Rules_v1_p.psarc
Ozzy Osbourne,Crazy Train,Ozzy-Osbourne_Crazy-Train_v7_p.psarc
Ozzy Osbourne,Desire,Ozzy-Osbourne_Desire_v1_DD_p.psarc
Ozzy Osbourne,Diary of a Madman,Ozzy-Osbourne_Diary-of-a-Madman_v5_p.psarc
Ozzy Osbourne,Flying High Again,Ozzy-Osbourne_Flying-High-Again_v1_p.psarc
Ozzy Osbourne,I Dont Want To Change The World,Ozzy-Osbourne_I-Dont-Want-To-Change-The-World_v1_0_DD_p.psarc
Ozzy Osbourne,Mama Im Coming Home,Ozzy-Osbourne_Mama-Im-Coming-Home_v1_DD_p.psarc
Ozzy Osbourne,No More Tears,Ozzy-Osbourne_No-More-Tears_v2_DD_p.psarc
Ozzy Osbourne,Over The MountainDD,Ozzy-Osbourne_Over-The-MountainDD_v5_p.psarc
Ozzy Osbourne,Perry Mason,Ozzy-Osbourne_Perry-Mason_v1_p.psarc
Ozzy Osbourne,Suicide Solution,Ozzy-Osbourne_Suicide-Solution-_v3_p.psarc
Ozzy Osbourne,Thunder Underground,Ozzy-Osbourne_Thunder-Underground_v1_2_p.psarc
Ozzy Osbourne,Youre No Different,Ozzy-Osbourne_Youre-No-Different_v2_p.psarc
Ozzy Osbourne,I Don’t Know,OzzyOsbourne_IDontKnow_v1_p.psarc
Ozzy Osbourne,Osbourne,Ozzy_Osbourne_Mr_Crowley_v2_p.psarc
Paramore,All I Wanted,Paramore_All-I-Wanted_v1_3_DD_p.psarc
Paramore,Big Man Little Dignity,Paramore_Big-Man-Little-Dignity_v1_1_DD_p.psarc
Paramore,Brighter,Paramore_Brighter_v1_DD_p.psarc
Paramore,Feeling Sorry,Paramore_Feeling-Sorry_v1_p.psarc
Paramore,Last Hope,Paramore_Last-Hope_v2_261_p.psarc
Paramore,Let The Flames Begin,Paramore_Let-The-Flames-Begin_v1_DD_p.psarc
Paramore,Looking Up,Paramore_Looking-Up_v2_DD_p.psarc
Paramore,Miracle,Paramore_Miracle_v1_p.psarc
Paramore,My Heart,Paramore_My-Heart_v1_DD_p.psarc
Paramore,One of Those Crazy Girls,Paramore_One-of-Those-Crazy-Girls_v1_DD_p.psarc
Paramore,Proof,Paramore_Proof_v1_p.psarc
Paramore,Thats What You Get,Paramore_Thats-What-You-Get_v1_DD_p.psarc
Paramore,When It Rains,Paramore_When-It-Rains_v1_DD_p.psarc
Parcels,Gamesofluck,Parcels_Gamesofluck_v1_p.psarc
Parcels,Lightenup,Parcels_Lightenup_v1_p.psarc
Parcels,Overnight,Parcels_Overnight_v1_1_p.psarc
Parcels,Tieduprightnow,Parcels_Tieduprightnow_v1_p.psarc
Patricio Rey y sus Redonditos de Ricota,Ji ji ji,Patricio-Rey-y-sus-Redonditos-de-Ricota_Ji-ji-ji_v2_p.psarc
Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos,Patricio-Rey-y-sus-Redonditos-de-Ricota_Vencedores-Vencidos_v1_p.psarc
Pearl Jam,Why Go,Pearl-Jam_Why-Go_v2_p.psarc
Peter Bjorn and John,Young Folks,Peter-Bjorn-and-John_Young-Folks_v1_DD_p.psarc
Pink Floyd,Another Brick in the Wall Part 2,Pink-Floyd_Another-Brick-in-the-Wall-Part-2_v3_0_DD_p.psarc
Pink Floyd,Comfortably NumbDell,Pink-Floyd_Comfortably-NumbDell_v2_1_p.psarc
Pink Floyd,Have A Cigar,Pink-Floyd_Have-A-Cigar_v1_p.psarc
Pink Floyd,Money,Pink-Floyd_Money_v4_0_DD_p.psarc
Pink Floyd,Shine On Your Crazy Diamond,Pink-Floyd_Shine-On-Your-Crazy-Diamond_v2_0_DD_p.psarc
Pink Floyd,Time,Pink-Floyd_Time_v2_0_p.psarc
Pink Floyd,Wish You Were Here,Pink-Floyd_Wish-You-Were-Here_v5_DD_p.psarc
Pink Floyd,Young Lust,Pink-Floyd_Young-Lust_DD_p.psarc
Power Rangers,Go Go Power Rangers,Power-Rangers_Go-Go-Power-Rangers_V2_p.psarc
Queen,A Kind of MAgic,Queen_A-Kind-of-MAgic_v1_0_p.psarc
Queen,Flash,Queen_Flash_DD_p.psarc
Queen,Friends Will Be Friends,Queen_Friends-Will-Be-Friends_v1_p.psarc
Queen,One Vision,Queen_One-Vision_v1_p.psarc
Queen,The Show Must Go On,Queen_The-Show-Must-Go-On_v1_p.psarc
Queens of the Stone Age,Song For The Deaf,Queens-of-the-Stone-Age_Song-For-The-Deaf_v1_p.psarc
Queensryche,Walk In The Shadows,Queensryche_Walk-In-The-Shadows_v1_p.psarc
Raconteurs The,Many Shades of Black,Raconteurs-The_Many-Shades-of-Black_v1_p.psarc
Radiohead,Let Down,Radiohead_Let-Down_v1_DD_p.psarc
Radiohead,Lucky,Radiohead_Lucky_v1_DD_p.psarc
Rainbow Kitten Surprise,It's Called Freefall,Rainbow-Kitten-Surprise_It's-Called-Freefall_v1_p.psarc
Rammstein,Du Hast,Rammstein-Du-Hast-_p.psarc
Rammstein,Amerika,Rammstein_Amerika_v1_p.psarc
Rammstein,Deutschland,Rammstein_Deutschland_v1_1_p.psarc
Rammstein,Mein Herz Brennt ,Rammstein_Mein-Herz-Brennt-Drop-C_v1_p.psarc
Rammstein,Sonne,Rammstein_Sonne_v3_p.psarc
Ramones,Beat on the Brat,Ramones_Beat-on-the-Brat_v1_p.psarc
Ramones,Cretin Hop,Ramones_Cretin-Hop_v1_p.psarc
Ramones,Havana Affair,Ramones_Havana-Affair_v1_p.psarc
Ramones,IWannaBeSedated,Ramones_IWannaBeSedated_v2_p.psarc
Ramones,Now I Wanna Sniff Some Glue,Ramones_Now-I-Wanna-Sniff-Some-Glue_v2_DD_p.psarc
Ramones,Pet Sematary,Ramones_Pet-SemataryDell_v1_p.psarc
Ramones,Rockaway Beach,Ramones_Rockaway-Beach_v1_p.psarc
Ramones,Sheena Is a Punk Rocker,Ramones_Sheena-Is-a-Punk-Rocker_v1_p.psarc
Ramones,The KKK Took My Baby Away,Ramones_The-KKK-Took-My-Baby-Away_v1_0_p.psarc
Ramones,Do You Wanna Dance,_Ramones_DoYouWannaDanceV1.0_p.psarc
Rare Occasions,Notion,Rare-Occasions-The_Notion_v1_1_DD_p.psarc
Ratt,Wanted Man,Ratt_Wanted-Man_v1_NDD_p.psarc
Ratt,Your In Love,Ratt_Your-In-Love_v6_p.psarc
Red Hot Chilli Peppers,Tell Me Baby,Red Hot Chilli Peppers_Tell Me Baby_vNA_BLRV_DD_p.psarc
Red Hot Chili Peppers,By the Way,Red-Hot-Chili-Peppers_By-the-Way_v1_p.psarc
Red Hot Chili Peppers,Californication,Red-Hot-Chili-Peppers_Californication_v5_DD_p.psarc
Red Hot Chili Peppers,Cant Stop,Red-Hot-Chili-Peppers_Cant-Stop_v5_0_DD_p.psarc
Red Hot Chili Peppers,Dani California,Red-Hot-Chili-Peppers_Dani-California_v1_p.psarc
Red Hot Chili Peppers,Death of Martian,Red-Hot-Chili-Peppers_Death-of-Martian_v2_DD_p.psarc
Red Hot Chili Peppers,Get On Top,Red-Hot-Chili-Peppers_Get-On-Top_v1_p.psarc
Red Hot Chili Peppers,Give it Away,Red-Hot-Chili-Peppers_Give-it-Away_v4_p.psarc
Red Hot Chili Peppers,Hey,Red-Hot-Chili-Peppers_Hey_v2_p.psarc
Red Hot Chili Peppers,Hump De Bump,Red-Hot-Chili-Peppers_Hump-De-Bump_v1_0_DD_p.psarc
Red Hot Chili Peppers,I Could Have Lied,Red-Hot-Chili-Peppers_I-Could-Have-Lied_v1_0_p.psarc
Red Hot Chili Peppers,I Like Dirt,Red-Hot-Chili-Peppers_I-Like-Dirt_v1_p.psarc
Red Hot Chili Peppers,Parallel Universe,Red-Hot-Chili-Peppers_Parallel-Universe_v1_p.psarc
Red Hot Chili Peppers,Scar Tissue,Red-Hot-Chili-Peppers_Scar-Tissue_v1_p.psarc
Red Hot Chili Peppers,Slow Cheetah,Red-Hot-Chili-Peppers_Slow-Cheetah_v1_p.psarc
Red Hot Chili Peppers,So Much I,Red-Hot-Chili-Peppers_So-Much-I_v2_p.psarc
Red Hot Chili Peppers,Stadium Arcadium,Red-Hot-Chili-Peppers_Stadium-Arcadium_v1-2_p.psarc
Red Hot Chili Peppers,Suck My Kiss,Red-Hot-Chili-Peppers_Suck-My-Kiss_v1_p.psarc
Red Hot Chili Peppers,Torture Me,Red-Hot-Chili-Peppers_Torture-Me_v2_p.psarc
Red Hot Chili Peppers,Under the Bridge,Red-Hot-Chili-Peppers_Under-the-Bridge_v5_DD_p.psarc
Red Hot Chili Peppers,Otherside,Red-Hot_Otherside_DD_p.psarc
Red Hot Chili Peppers,Around The World,Red_Hot_Chili_Peppers_Around_the_World_v1_p.psarc
Red Hot Chili Peppers,Especially In Michigan,Red_Hot_Chili_Peppers_Especially_in_Michigan_v1a_p.psarc
Red Hot Chili Peppers,She Looks To Me,Red_Hot_Chili_Peppers_She_looks_to_me_v1a_p.psarc
Red Hot Chili Peppers,Strip My Mind,Red_Hot_Chili_Peppers_Strip_my_mind_v1a_p.psarc
Red Hot Chili Peppers,Aeroplane,RHCP_Aeroplane_p.psarc
Red Hot Chili Peppers,Snow,RHCP_Snow_V1e_p.psarc
Rival Sons,Pressure And Time,pressureandtime_p.psarc
Rival Sons,Electric Man,Rival-Sons_Electric-Man_v2_p.psarc
Rival Sons,Get Whats Coming,Rival-Sons_Get-Whats-Coming_v_DD_p.psarc
Rival Sons,Keep On Swinging,Rival-Sons_Keep-On-Swinging_v1_1_DD_p.psarc
Royal Blood,Ten Tonne Skeleton,Royal-Blood_Ten-Tonne-Skeleton_v1_DD_p.psarc
Sabrina Carpenter,Espresso,Sabrina-Carpenter_Espresso_v1_p.psarc
Sabrina Carpenter,Juno,Sabrina-Carpenter_Juno_v1_5_p.psarc
Sabrina Carpenter,Please Please Please,Sabrina-Carpenter_Please-Please-Please_v1_p.psarc
Scorpions,No One Like You,Scorpions_No-One-Like-You_v1_p.psarc
Scorpions,Rock You Like A Hurricane,Scorpions_Rock-You-Like-A-Hurricane_v1_p.psarc
Scorpions,Still Loving You,Scorpions_Still-Loving-You_v1_p.psarc
Scorpions,Wind of Change ComeBlack,Scorpions_Wind-of-Change-ComeBlack_v22_p.psarc
Sex Pistols,Anarchy In The UK,Sex-Pistols_Anarchy-In-The-UK_v1_p.psarc
Sex Pistols,EMI,Sex-Pistols_EMI_v1_0_DD_p.psarc
Sex Pistols,God Save The Queen,Sex-Pistols_God-Save-The-Queen_v1_DD_p.psarc
Sex Pistols,No Feelings,Sex-Pistols_No-Feelings_v2_p.psarc
Sex Pistols,Pretty Vacant,Sex-Pistols_Pretty-Vacant_v3_DD_p.psarc
Sex Pistols,Problems,Sex-Pistols_Problems_v1_p.psarc
Bruno Mars Anderson Paak Silk Sonic,777,Bruno-Mars-Anderson-Paak-Silk-Sonic_777_v1_p.psarc
Bruno Mars Anderson Paak Silk Sonic,After Last Night,Bruno-Mars-Anderson-Paak-Silk-Sonic_After-Last-Night_v1_0_p.psarc
Bruno Mars Anderson Paak Silk Sonic,Blast Off,Bruno-Mars-Anderson-Paak-Silk-Sonic_Blast-Off_v1_0_p.psarc
Bruno Mars Anderson Paak Silk Sonic,Fly As Me,Bruno-Mars-Anderson-Paak-Silk-Sonic_Fly-As-Me_v1_p.psarc
Bruno Mars Anderson Paak Silk Sonic,Leave The Door Open,Bruno-Mars-Anderson-Paak-Silk-Sonic_Leave-The-Door-Open_v1_p.psarc
Bruno Mars Anderson Paak Silk Sonic,Skate,Bruno-Mars-Anderson-Paak-Silk-Sonic_Skate_v2_p.psarc
Bruno Mars Anderson Paak Silk Sonic,Smokin Out The Window,Bruno-Mars-Anderson-Paak-Silk-Sonic_Smokin-Out-The-Window_v1_1_p.psarc
Simple Plan  ,Crazy,Simple Plan - Crazy_v1_p.psarc
Simple Plan,Addicted,Simple-Plan_Addicted_v1_p.psarc
Simple Plan,I'm Just a Kid,Simple-Plan_I'm-Just-a-Kid_v1_1_p.psarc
Simple Plan,Perfect World,Simple-Plan_Perfect-World_v1_p.psarc
Simple Plan,Perfect,Simple-Plan_Perfect_v1_DD_p.psarc
Simple Plan,Shut Up,Simple-Plan_Shut-Up_v1_p.psarc
Simple Plan,Welcome to my Life,Simple-Plan_Welcome-to-my-Life_v1_DD_p.psarc
Simple Plan,Jump,"Simple_Plan_Jump_v1,2_p.psarc"
Slash feat Myles Kennedy And The Conspirators,Bent To Fly,Slash-feat-Myles-Kennedy-And-The-Conspirators_Bent-To-Fly_v1_2_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,No More Heroes,Slash-featuring-Myles-Kennedy-and-The-Conspirators_No-More-Heroes_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Stone Blind,Slash-featuring-Myles-Kennedy-and-The-Conspirators_Stone-Blind_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Too Far Gone,Slash-featuring-Myles-Kennedy-and-The-Conspirators_Too-Far-Gone_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Unholy,Slash-featuring-Myles-Kennedy-and-The-Conspirators_Unholy_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Apocalyptic Love,Slash-featuring-Myles-Kennedy-and-The-Conspirators__Apocalyptic-Love_v1_p.psarc
Slash,Ghost,Slash-_Ghost_v4_3_p.psarc
Slash featuring Myles Kennedy and The Conspirators,30 Years To Life,Slash_30-Years-To-Life_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Automatic Overdrive,Slash_Automatic-Overdrive_v1_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Avalon,Slash_Avalon_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Bad Rain,Slash_Bad-Rain_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Battleground,Slash_Battleground_v1_p.psarc
Slash,BeautifulDangerous,Slash_BeautifulDangerous_v1_DD_p.psarc
Slash,By the Sword,Slash_By-the-Sword_v2_DD_p.psarc
Slash,Crucify The Dead,Slash_Crucify-The-Dead_v2_p.psarc
Slash,Doctor Alibi,Slash_DoctorAlibi_v1_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Far and away ,Slash_Far-and-away 3_p.psarc
Slash,Gotten,Slash_Gotten_v_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Halo,Slash_Halo_v1_p.psarc
Slash,I Hold On,Slash_IHoldOn_v1_DD_p.psarc
Slash,Nothing To Say,Slash_Nothing-To-Say_v1_p.psarc
Slash featuring Myles Kennedy and The Conspirators,One Last Thrill,Slash_One-Last-Thrill_v1_p.psarc
Slash,Promise,Slash_Promise_v1_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Standing In The Sun,Slash_Standing-In-The-Sun_v1_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,Wicked Stone,Slash_Wicked-Stone_v1_2_DD_p.psarc
Slash featuring Myles Kennedy and The Conspirators,World On Fire,Slash_World-On-Fire_v1_p.psarc
Slash's Snakepit,Beggars and Hangers On,Slash's-Snakepit_Beggars-and-Hangers-On_v1_p.psarc
Slash's Snakepit,Dime Store Rock,Slashs-Snakepit_Dime-Store-Rock_v1_0_p.psarc
Slash's Snakepit,Speed Parade,Slashs-Snakepit_Speed-Parade_v1_0_p.psarc
Slash's Snakepit,Aint Life Grand,SlashsSnakepit_AintLifeGrand_v1_DD_p.psarc
Slash's Snakepit,Back To The Moment,SlashsSnakepit_BackToTheMoment_v1_DD_p.psarc
Slash's Snakepit,Been There Lately,SlashsSnakepit_BeenThereLately_v1_DD_p.psarc
Slash's Snakepit,Mean Bone,SlashsSnakepit_MeanBone_v1_DD_p.psarc
Slash's Snakepit,Shine,SlashsSnakepit_Shine_v1_p.psarc
Slipknot,Before I Forget,Slipknot_Before-I-Forget_v2_DD_p.psarc
Slipknot,Duality,Slipknot_Duality_v3_1_p.psarc
Soda Stereo,De Musica Ligera,Soda-Stereo_De-Musica-Ligera_v1_DD_p.psarc
Soda Stereo,Persiana Americana,Soda-Stereo_Persiana-Americana_v1_1_p.psarc
Soda Stereo,Profugos,Soda-Stereo_Profugos_v1_DD_p.psarc
Soda Stereo,Nada Personal,sodanada_p.psarc
Stevie Ray Vaughan & Double Trouble,House Is Rockin',Stevie-Ray-Vaughan-&-Double-Trouble_House-Is-Rockin'_v1_DD_p.psarc
Stevie Ray Vaughan and Double Trouble,Lenny,Stevie-Ray-Vaughan-and-Double-Trouble_Lenny_v2_1_p.psarc
Stevie Ray Vaughan and Double Trouble,Superstition,Stevie-Ray-Vaughan-and-Double-Trouble_Superstition_v1_p.psarc
Stevie Ray Vaughan and Double Trouble,Tin Pan Alley,Stevie-Ray-Vaughan-and-Double-Trouble_Tin-Pan-Alley_v1_p.psarc
Stevie Ray Vaughan,Crossfire,Stevie-Ray-Vaughan_Crossfire_v2_DD_p.psarc
Stevie Ray Vaughan,Look At Little Sister ,Stevie-Ray-Vaughan_Look-At-Little-Sister-DD_v3_5_p.psarc
Stevie Ray Vaughan,Mary Had A Little Lamb,Stevie-Ray-Vaughan_Mary-Had-A-Little-Lamb_v2_0_DD_p.psarc
StevieNicks,Edge Of Seventeen,StevieNicks_EdgeOfSeventeen_v1_p.psarc
Stone Temple Pilots,Dead And Bloated,Stone-Temple-Pilots_Dead-And-Bloated_v1_p.psarc
System Of A Down,Radio Video,System-of-a-Down-RadioVideo-v1_p.psarc
System Of A Down,Cigaro,System-of-a-Down_Cigaro_v2_p.psarc
System Of A Down,Lost In Hollywood,System-Of-A-Down_Lost-In-Hollywood_v1_p.psarc
System Of A Down,Question,System-of-a-Down_Question_v1_p.psarc
System Of A Down,Revenga,System-of-a-Down_Revenga_v1_p.psarc
System Of A Down,Chop Suey,SystemofaDown-ChopSuey_v11_DD_p.psarc
System Of A Down,Violent Pornography,System_of_a_Down_Violent_Pornography_v1.1DD_p.psarc
Tame Impala,Borderline,Tame-Impala_Borderline_v1_p.psarc
Tame Impala,Feels Like We Only Go Backwards,Tame-Impala_Feels-Like-We-Only-Go-Backwards_v1_p.psarc
Tame Impala,Less I Know The Better,Tame-Impala_Less-I-Know-The-Better_v4_p.psarc
Taylor Swift,Trouble,Taylor Swift - Trouble With Tone Change_p.psarc
Taylor Swift,Blank Space,Taylor-Swift_Blank-Space_v_p.psarc
Taylor Swift,Cruel Summer,Taylor-Swift_Cruel-Summer_v1_p.psarc
Taylor Swift,Shake It Off,Taylor-Swift_Shake-It-Off_v_p.psarc
Taylor Swift,Style ,Taylor-Swift_Style-Djpavs_v1_p.psarc
Taylor Swift,You Belong With Me,Taylor-Swift_You-Belong-With-Me_v1_p.psarc
The Beatles,It Won't Be Long,"Beatles,-The_It-Won't-Be-Long_v1_1_p.psarc"
The Beatles,Oh! Darling,"Beatles,-The_Oh!-Darling_v1_1_p.psarc"
The Beatles,All My Loving,Beatles-The_All-My-Loving_v3_5_DD_p.psarc
The Beatles,And I Love Her,Beatles-The_And-I-Love-Her_v3_p.psarc
The Beatles,Baby's In Black,Beatles-The_Baby's-In-Black_v1_p.psarc
The Beatles,Because,Beatles-The_Because_v3_DD_p.psarc
The Beatles,Can't Buy Me Love,Beatles-The_Can't-Buy-Me-Love_v4_0_DD_p.psarc
The Beatles,Come Together,Beatles-The_Come-Together_v1_0_p.psarc
The Beatles,Day Tripper,Beatles-The_Day-Tripper_v1_0_DD_p.psarc
The Beatles,Dear Prudence Full Band,Beatles-The_Dear-Prudence-Full-Band_v1_1_p.psarc
The Beatles,Devil in Her Heart,Beatles-The_Devil-in-Her-Heart_v1_1_p.psarc
The Beatles,Dizzy Miss Lizzy,Beatles-The_Dizzy-Miss-Lizzy_v1_DD_p.psarc
The Beatles,Doctor Robert,Beatles-The_Doctor-Robert_v1_DD_p.psarc
The Beatles,Eight Days a Week,Beatles-The_Eight-Days-a-Week_v3_5_DD_p.psarc
The Beatles,Eleanor Rigby,Beatles-The_Eleanor-Rigby_v3_0_p.psarc
The Beatles,Getting Better,Beatles-The_Getting-Better_v1_0_p.psarc
The Beatles,Girl,Beatles-The_Girl_v4_DD_p.psarc
The Beatles,Glass Onion,Beatles-The_Glass-Onion_v1_DD_p.psarc
The Beatles,Golden Slumbers,Beatles-The_Golden-Slumbers_v2_DD_p.psarc
The Beatles,Happy Birthday,Beatles-The_Happy-Birthday_v3_p.psarc
The Beatles,Hello Goodbye,Beatles-The_Hello-Goodbye_v1_DD_p.psarc
The Beatles,Hello Goodbye,Beatles-The_Hello-Goodbye_v4_0_DD_p.psarc
The Beatles,Here Comes The Sun,Beatles-The_Here-Comes-The-Sun_v1_DD_p.psarc
The Beatles,Hey Bulldog,Beatles-The_Hey-Bulldog_v1_0_p.psarc
The Beatles,I Feel Fine,Beatles-The_I-Feel-Fine_v3_5_DD_p.psarc
The Beatles,I Want to Hold Your Hand,Beatles-The_I-Want-to-Hold-Your-Hand_v3_5_DD_p.psarc
The Beatles,I Want You she's so heavy,Beatles-The_I-Want-You-she's-so-heavy_v7_DD_p.psarc
The Beatles,If I Fell,Beatles-The_If-I-Fell_v1_p.psarc
The Beatles,Magical Mystery Tour,Beatles-The_Magical-Mystery-Tour_v1_DD_p.psarc
The Beatles,Martha My Dear,Beatles-The_Martha-My-Dear_v1_0_p.psarc
The Beatles,Maxwell's Silver Hammer,Beatles-The_Maxwell's-Silver-Hammer_v3_DD_p.psarc
The Beatles,Norwegian Wood,Beatles-The_Norwegian-Wood_v4_0_DD_p.psarc
The Beatles,Please Please Me,Beatles-The_Please-Please-Me_v3_5_DD_p.psarc
The Beatles,Polythene Pam She Came In Through The Bathroom Window,Beatles-The_Polythene-Pam-She-Came-In-Through-The-Bathroom-Window_v2_DD_p.psarc
The Beatles,Revolution,Beatles-The_Revolution_v1_0_p.psarc
The Beatles,Savoy Truffle,Beatles-The_Savoy-Truffle_v1_1_p.psarc
The Beatles,Sun King,Beatles-The_Sun-King_v3_DD_p.psarc
The Beatles,Taxman,Beatles-The_Taxman_v1_1_p.psarc
The Beatles,When Im Sixty Four,Beatles-The_When-Im-Sixty-Four_v1_DD_p.psarc
The Beatles,Yer Blues,Beatles-The_Yer-Blues_v2_2_p.psarc
The Beatles,You're Going To Lose That Girl,Beatles-The_You're-Going-To-Lose-That-Girl_v1_p.psarc
The Beatles,You Never Give Me Your Money,Beatles-The_You-Never-Give-Me-Your-Money_v3_DD_p.psarc
The Beatles,A Hard Days Night,Beatles_A-Hard-Days-Night_v1_DD_p.psarc
The Beatles,Across The Universe,Beatles_Across-The-Universe_v1_p.psarc
The Beatles,Dig A Pony,Beatles_Dig-A-Pony_v3_DD_p.psarc
