artist_name,track_name,file_name
The Beatles,Do You Want To Know A Secret DD,Beatles_Do-You-Want-To-Know-A-Secret-DD_v3_0_p.psarc
The Beatles,Dont Let Me Down,Beatles_Dont-Let-Me-Down_v2_p.psarc
The Beatles,Drive My Car,Beatles_Drive-My-Car_v_DD_p.psarc
The Beatles,Eleanor Rigby,Beatles_Eleanor-Rigby_v2_DD_p.psarc
The Beatles,Help,Beatles_Help_v_p.psarc
The Beatles,Helter Skelter,Beatles_Helter-Skelter_v1_p.psarc
The Beatles,Hey Jude DD,Beatles_Hey-Jude-DD_v5_0_p.psarc
The Beatles,I've Got a Feeling,Beatles_I've-Got-a-Feeling_v3_DD_p.psarc
The Beatles,I Me Mine,Beatles_I-Me-Mine_v3_DD_p.psarc
The Beatles,Im Looking Through You,Beatles_Im-Looking-Through-You_v1_p.psarc
The Beatles,Im Only Sleeping,Beatles_Im-Only-Sleeping_v1_0_DD_p.psarc
The Beatles,In my life,Beatles_In-my-life_v1_p.psarc
The Beatles,Lucy in the Sky with Diamonds,Beatles_Lucy-in-the-Sky-with-Diamonds_v3_5_p.psarc
The Beatles,Michelle,Beatles_Michelle_v4_0_p.psarc
The Beatles,Nowhere Man,Beatles_Nowhere-Man_v2_p.psarc
The Beatles,Octopus's Garden,Beatles_Octopus's-Garden_v3_DD_p.psarc
The Beatles,Penny Lane,Beatles_Penny-Lane_v3_5_p.psarc
The Beatles,Sexy Sadie Full Band,Beatles_Sexy-Sadie-Full-Band_v1_p.psarc
The Beatles,Sgt Peppers Lonely Hearts Club Band With A Little Help From My Friends,Beatles_Sgt-Peppers-Lonely-Hearts-Club-Band-With-A-Little-Help-From-My-Friends_v1_p.psarc
The Beatles,The End,Beatles_The-End_v1_0_DD_p.psarc
The Beatles,Wait,Beatles_Wait_v1_DD_p.psarc
The Beatles,Word,Beatles_Word_v1_p.psarc
The Beatles,I Am The Walrus,RM_-Beatles_I-Am-The-Walrus_p.psarc
The Beatles,Back In The USSR,The-Beatles_Back-In-The-USSR_v1_2_DD_p.psarc
The Beatles,Get Back,The-Beatles_Get-Back_v1_7_DD_p.psarc
The Beatles,I Saw Her Standing There ,The-Beatles_I-Saw-Her-Standing-There-Full-Band_v1_p.psarc
The Beatles,Paperback Writer,The-Beatles_Paperback-Writer_v1_0_p.psarc
The Beatles,Something Full Band DD,The-Beatles_Something-Full-Band-DD_v1_DD_p.psarc
The Beatles,Beatles,The_Beatles_Rocky_Raccoon_v1b_p.psarc
The Beatles,While My Guitar Gently Weeps,whilemyguitar_p.psarc
The Beatles,Roll Over Beethoven,With-The-Beatles_Roll-Over-Beethoven_v1_p.psarc
The Clash,Koka Kola,Clash-The_Koka-Kola_v1_p.psarc
The Clash,Clampdown,Clash_Clampdown_v1_p.psarc
The Clash,Death or Glory,Clash_Death-or-Glory_v2_p.psarc
The Clash,Four Horsemen,Clash_Four-Horsemen_v1_p.psarc
The Clash,Jimmy Jazz,Clash_Jimmy-Jazz_v1_p.psarc
The Clash,Lost in the supermarket,Clash_Lost-in-the-supermarket_v2_p.psarc
The Clash,Police & Thieves,Clash_Police--Thieves_v11_p.psarc
The Clash,Police on my back,Clash_Police-on-my-back_v4_p.psarc
The Clash,Rock The Casbah,Clash_Rock-The-Casbah_v1_p.psarc
The Clash,Rudie Cant Fail,Clash_Rudie-Cant-Fail_v1_p.psarc
The Clash,Spanish Bombs,Clash_Spanish-Bombs_v1_p.psarc
The Clash,Train In Vain,Clash_Train-In-Vain_v1_0_p.psarc
The Clash,The Magnificent Seven,The-Clash_The-Magnificent-Seven_v1_1-BV-Jamoan_p.psarc
The Clash,Janie Jones,_Clash_Janie_Jones_v1_0_p.psarc
The Cult,Love Removal Machine,The-Cult_Love-Removal-Machine_v1_p.psarc
The Cult,She Sells Sanctuary,The-Cult_She-Sells-Sanctuary_v1_DD_p.psarc
The Doors,Peace Frog,Doors-The_Peace-Frog_v1_p.psarc
The Doors,Hello I Love You,Doors_Hello-I-Love-You_v1_1_DD_p.psarc
The Doors,Soul Kitchen,Doors_Soul-Kitchen_v3_DD_p.psarc
The Doors,Touch Me,Doors_Touch-Me_v1_0_DD_p.psarc
Hives,Tick Tick Boom,Hives_Tick-Tick-Boom_v_DD_p.psarc
The Killers,All These Things That I've Done,Killers_All-These-Things-That-I've-Done_v2_p.psarc
The Killers,Human,The-Killers_Human_v_DD_p.psarc
The Rasmus,Guilty,Rasmus-The_Guilty_v2_p.psarc
The Rasmus,Justify,Rasmus-The_Justify_v2_1_p.psarc
The Rasmus,Livin' In A World Without You,Rasmus-The_Livin'-In-A-World-Without-You_v1_p.psarc
The Rasmus,In my Life,Rasmus_In-my-Life_v2_p.psarc
The Rasmus,Still Standing,Rasmus_Still-Standing_v1_p.psarc
The Rasmus,In the shadows,The-Rasmus_In-the-shadows_v2_0_p.psarc
The Rasmus,No fear,The-Rasmus_No-fear_v2_0_p.psarc
The Rasmus,Not like the other Girls,The-Rasmus_Not-like-the-other-Girls_v1_p.psarc
The Rolling Stones,Undercover of the Night,MRCRolling-Stones_Undercover-of-the-Night_v1_p.psarc
The Rolling Stones,Doom And Gloom,Rolling-Stones-The_Doom-And-Gloom_v_DD_p.psarc
The Rolling Stones,Dead Flowers,Rolling-Stones_Dead-Flowers_v1_p.psarc
The Rolling Stones,Doo Doo Doo Doo Doo Heartbreaker,Rolling-Stones_Doo-Doo-Doo-Doo-Doo-Heartbreaker_syvaa_v1_p.psarc
The Rolling Stones,Lets Spend The Night Together,Rolling-Stones_Lets-Spend-The-Night-Together_v1_DD_p.psarc
The Rolling Stones,She's A Rainbow,Rolling-Stones_She's-A-Rainbow_v1_0_DD_p.psarc
The Rolling Stones,Under My Thumb,Rolling-Stones_Under-My-Thumb_v1_3_DD_p.psarc
The Rolling Stones,Beast Of Burden,The-Rolling-Stones_Beast-Of-Burden_v1_DD_p.psarc
The Rolling Stones,Cant You Hear Me Knocking,the-Rolling-Stones_Cant-You-Hear-Me-Knocking_v_p.psarc
The Rolling Stones,Miss You,The-Rolling-Stones_Miss-You_v1_DD_p.psarc
The Rolling Stones,Ruby Tuesday,The-Rolling-Stones_Ruby-Tuesday_v2_p.psarc
The Rolling Stones,Start Me Up,The-Rolling-Stones_Start-Me-Up_v1_p.psarc
Stone Roses,Fools Gold,Stone-Roses_Fools-Gold_v1_1_p.psarc
The Strokes,All The Time,Strokes_All-The-Time_v1_p.psarc
The Strokes,Automatic Stop,Strokes_Automatic-Stop_v2_p.psarc
The Strokes,End Has No End,Strokes_End-Has-No-End_v1_DD_p.psarc
The Strokes,Fear Of Sleep,Strokes_Fear-Of-Sleep_v3_DD_p.psarc
The Strokes,Gratisfaction,Strokes_Gratisfaction_v3_DD_p.psarc
The Strokes,Heart in a Cage,Strokes_Heart-in-a-Cage_v3_DD_p.psarc
The Strokes,I Can't Win,Strokes_I-Can't-Win_v3_DD_p.psarc
The Strokes,Razor Blade,Strokes_Razor-Blade_v3_DD_p.psarc
The Strokes,Razorblade,Strokes_Razorblade_v1_DD_p.psarc
The Strokes,Take It Or Leave It,Strokes_Take-It-Or-Leave-It_v2_p.psarc
The Strokes,The End Has No End,Strokes_The-End-Has-No-End_v3_p.psarc
The Strokes,Vision Of Division,Strokes_Vision-Of-Division_v4_DD_p.psarc
The Strokes,Welcome to Japan,Strokes_Welcome-to-Japan_v2_p.psarc
The Strokes,Machu Picchu,The-Strokes_Machu-Picchu_v2_p.psarc
The Weeknd,Blinding Light,Weeknd-The_Blinding-Light_v1_p.psarc
The Weeknd,In Your Eyes,Weeknd-The_In-Your-Eyes_v1_0_p.psarc
The Weeknd,Less Than Zero,Weeknd-The_Less-Than-Zero_v1_p.psarc
The Weeknd,Out of Time,Weeknd-The_Out-of-Time_v1_p.psarc
The Weeknd,Sacrifice,Weeknd-The_Sacrifice_v1_p.psarc
The Weeknd,Save Your Tears,Weeknd-The_Save-Your-Tears_v1_p.psarc
The Weeknd,Take My Breath,Weeknd-The_Take-My-Breath_v1_p.psarc
The Who,The Real Me,The-Who_The-Real-Me_v1_2_p.psarc
The Who,Wont Get Fooled Again,The-Who_Wont-Get-Fooled-Again_v3_DD_p.psarc
The Who,Love Reign Oer Me,Who-The_Love-Reign-Oer-Me_v1_3_p.psarc
Tom Petty And The Heartbreakers,Dont Do Me Like That,Tom-Petty-and-the-Heartbreakers_Dont-Do-Me-Like-That_v1_p.psarc
Tom Petty And The Heartbreakers,I Should Have Known It,Tom-Petty-And-The-Heartbreakers_I-Should-Have-Known-It_v1_p.psarc
Tom Petty And The Heartbreakers,Rockin Around With You,Tom-Petty-And-The-Heartbreakers_Rockin-Around-With-You_v1_p.psarc
Tool,Schism,Tool_Schism_v1_p.psarc
Toto,Africa,Toto_Africa_v1_p.psarc
Twenty One Pilots,Heathens,Twenty-One-Pilots_Heathens_v1-1_p.psarc
Twenty One Pilots,Ride,Twenty-One-Pilots_Ride_v1_p.psarc
Van Halen,Ain't Talking 'Bout Love,Van-Halen_Ain't-Talking-'Bout-Love_v5_0_p.psarc
Van Halen,Jump,Van-Halen_Jump_v1_6_p.psarc
Van Halen,Panama,Van-Halen_Panama_syvaa_v3_p.psarc
Van Halen,Running With The Devil,Van-Halen_Running-With-The-Devil_v4_0_p.psarc
Van Halen,Unchained,Van-Halen_Unchained_v1_DD_p.psarc
Velvet Revolver,Do It For The Kids,Velvet-Revolver_Do-It-For-The-Kids_v1_p.psarc
Velvet Revolver,Fall To Pieces,Velvet-Revolver_Fall-To-Pieces_v1.1_DD_p.psarc
Velvet Revolver,Headspace,Velvet-Revolver_Headspace_v1_p.psarc
Velvet Revolver,Let It Roll,Velvet-Revolver_Let-It-Roll_v1_p.psarc
Velvet Revolver,She Builds Quick Machines,Velvet-Revolver_She-Builds-Quick-Machines_v1_DD_p.psarc
Velvet Revolver,Sucker Train Blues,Velvet-Revolver_Sucker-Train-Blues_v1_0_p.psarc
Velvet Revolver,Superhuman,Velvet-Revolver_Superhuman_v1_p.psarc
VelvetRevolver,SetMeFree,VelvetRevolver_SetMeFree_v1_p.psarc
Whitesnake,Here I Go Again 2020 Remix,Whitesnake_Here-I-Go-Again-2020-Remix_v1_1_p.psarc
Yeah Yeah Yeahs,Heads Will Roll,Yeah-Yeah-Yeahs_Heads-Will-Roll_v2_DD_p.psarc
ZZ Top,Cheap Sunglasses,ZZ-Top_Cheap-Sunglasses_v1_DD_p.psarc
ZZ Top,Gimme All Your Lovin',ZZ-Top_Gimme-All-Your-Lovin'_v3_5_p.psarc
ZZ Top,Jesus Just Left Chicago,ZZ-Top_Jesus-Just-Left-Chicago_v1_DD_p.psarc
ZZ Top,La Grange,ZZ-Top_La-Grange_v2_DD_p.psarc
ZZ Top,Legs   LP Version,ZZ-Top_Legs---LP-Version_v5_0_p.psarc
ZZ Top,Sharp Dressed Man,ZZ-Top_Sharp-Dressed-Man_v1_DD_p.psarc
ZZ Top,Tush,ZZ-Top_Tush_v6_5_p.psarc
ZZ Top,TV Dinners,ZZ-Top_TV-Dinners_v3_5_p.psarc
ZZ Top,Waitin' For The Bus,ZZ-Top_Waitin'-For-The-Bus_v4_0_DD_p.psarc
ZZ Top,TV Dinners,ZZ-Top_TV-Dinners_v3_5_p.psarc
ZZ Top,Waitin' For The Bus,ZZ-Top_Waitin'-For-The-Bus_v4_0_DD_p.psarc
